Hospital,Average_Billing,Total_Billing,Patient_Count
"Spencer, and Lee Black",28433.222831821407,28433.222831821407,1
Spencer-Berger,11979.065794066464,11979.065794066464,1
Spencer-Boyd,7387.595476500041,7387.595476500041,1
Spencer-Bradley,46471.842211152696,46471.842211152696,1
Spencer-Carey,42932.37739781859,42932.37739781859,1
Spencer-Carr,30854.65751373549,61709.31502747098,2
Spencer-Chavez,24676.38613532351,24676.38613532351,1
Spencer-Diaz,23357.17514328336,23357.17514328336,1
Spencer-Foster,46549.923186026586,46549.923186026586,1
Spencer-Gonzalez,28673.916116622604,114695.66446649042,4
Spencer-Howard,48246.91316824746,48246.91316824746,1
Spencer-Jones,4516.279561645358,4516.279561645358,1
Spencer-Miller,25606.069285216912,25606.069285216912,1
Spencer-Nelson,15082.691860574896,15082.691860574896,1
Spencer-Rhodes,14517.128784512266,14517.128784512266,1
Spencer-Shields,30075.230980681063,60150.461961362125,2
Spencer-Solis,25021.41070560012,25021.41070560012,1
Spencer-Watts,43174.91309590801,43174.91309590801,1
Spencer-Webb,518.9116854665823,518.9116854665823,1
Spencer-Weiss,14713.94139959671,14713.94139959671,1
Spencer-Wiley,39032.21989838228,39032.21989838228,1
Spencer-Young,11634.211262511471,11634.211262511471,1
"Stafford Cardenas, Lopez and",24261.12594212877,48522.25188425754,2
"Stafford Forbes Norris, and",9522.654102842976,9522.654102842976,1
"Stafford Jacobs and Butler,",8658.458293455886,8658.458293455886,1
Stafford LLC,29736.330773496447,59472.661546992895,2
Stafford PLC,21138.255283690163,21138.255283690163,1
"Stafford Trujillo, Beasley and",20415.57591790263,20415.57591790263,1
"Stafford Valenzuela and Richards,",13069.86592312164,26139.73184624328,2
"Stafford and Graham Long,",47923.47235092968,47923.47235092968,1
"Stafford and Huff, Garcia",18643.660524648218,18643.660524648218,1
"Stafford and Nguyen, Luna",40762.812179543216,40762.812179543216,1
"Stafford and Stokes Proctor,",28647.60910238012,57295.21820476024,2
"Stafford, Hull Townsend and",10182.681801736988,10182.681801736988,1
"Stafford, and Contreras Ramirez",36884.856736072994,36884.856736072994,1
"Stafford, and Johnson Smith",6103.751349033341,6103.751349033341,1
Stafford-Anderson,4081.128284814361,4081.128284814361,1
Stafford-Bruce,35855.23559470876,35855.23559470876,1
Stafford-Cole,5518.918964489202,5518.918964489202,1
Stafford-Collins,5984.679892176972,5984.679892176972,1
Stafford-Hudson,2912.510385682217,2912.510385682217,1
Stafford-Johnson,23365.10471264521,23365.10471264521,1
Stafford-Mcintosh,13214.517157464896,13214.517157464896,1
Stafford-Medina,25842.043966092337,25842.043966092337,1
"Stanley Callahan and Armstrong,",48175.421542066615,48175.421542066615,1
Stanley Group,22076.331573866537,44152.663147733074,2
Stanley LLC,16548.271564438477,66193.08625775391,4
Stanley Ltd,14024.071785514525,28048.14357102905,2
Stanley PLC,25073.520420096727,25073.520420096727,1
"Stanley Perkins, and Stanley",25512.661936016782,25512.661936016782,1
"Stanley Russell and Price,",7695.407229789476,7695.407229789476,1
"Stanley and Coleman Little,",20988.437181216057,20988.437181216057,1
"Stanley and Martinez, Myers",43550.30563408019,43550.30563408019,1
Stanley and Sons,14824.934793734828,14824.934793734828,1
"Stanley and Walker, Jenkins",31033.088701657576,31033.088701657576,1
"Stanley and Wilson, Santiago",9451.364537963698,9451.364537963698,1
"Stanley, Armstrong Taylor and",46410.96681406775,46410.96681406775,1
"Stanley, Garrett and Wiley",39458.41108947405,39458.41108947405,1
"Stanley, Gregory Carter and",2073.873719299467,2073.873719299467,1
"Stanley, Lewis and Hampton",14195.048307994944,14195.048307994944,1
"Stanley, and Acosta Noble",48780.25856943639,97560.51713887278,2
"Stanley, and Robinson Ortiz",4285.40929281762,4285.40929281762,1
Stanley-Allen,2970.403243591324,2970.403243591324,1
Stanley-Bryan,776.3486126863243,776.3486126863243,1
Stanley-Bryant,10696.431174655994,10696.431174655994,1
Stanley-Carter,2334.9174846649707,4669.8349693299415,2
Stanley-Davis,14831.211789538944,14831.211789538944,1
Stanley-Farmer,3914.8979583936175,3914.8979583936175,1
Stanley-Ferguson,39450.191967463004,39450.191967463004,1
Stanley-Jacobs,33378.17373298008,33378.17373298008,1
Stanley-Johnson,494.9389252906244,989.8778505812488,2
Stanley-Jones,5970.215904064162,5970.215904064162,1
Stanley-Mcguire,33460.670061637065,33460.670061637065,1
Stanley-Zamora,30026.11371242714,30026.11371242714,1
"Stanton Dixon, and Gillespie",2258.7835968152926,2258.7835968152926,1
Stanton Ltd,25191.78422242872,25191.78422242872,1
Stanton PLC,8651.488169366134,17302.976338732267,2
"Stanton and Harding, Hicks",18494.663890951702,18494.663890951702,1
Stanton-Adams,50646.1092265071,50646.1092265071,1
Stanton-Hester,46025.942707239534,46025.942707239534,1
Stanton-Jones,7021.869257435414,14043.738514870827,2
Stanton-Price,27930.1285561908,27930.1285561908,1
Stark Group,17119.01098885241,17119.01098885241,1
Stark LLC,25550.981905145756,25550.981905145756,1
Stark PLC,39137.98162671901,78275.96325343802,2
"Stark, Haynes Snow and",35074.35934916869,70148.71869833738,2
"Stark, and Brown Cunningham",31324.913897542472,31324.913897542472,1
Stark-Berger,16836.16524180826,33672.33048361652,2
Stark-Carson,45560.080922355744,45560.080922355744,1
Stark-Jones,34659.81983172084,34659.81983172084,1
Stark-Rodgers,3713.926269836264,3713.926269836264,1
Stark-Smith,16183.45863684216,32366.91727368432,2
Stark-Walker,43262.89434820015,43262.89434820015,1
"Steele Gentry, Winters and",42424.03965365904,42424.03965365904,1
Steele Group,27298.610770668307,27298.610770668307,1
Steele Inc,31300.882163544884,31300.882163544884,1
Steele LLC,5340.288618052735,5340.288618052735,1
"Steele Olson Rodriguez, and",3442.43050359612,6884.86100719224,2
Steele PLC,20914.947408227792,20914.947408227792,1
"Steele Roberts and Wright,",13778.233132585594,13778.233132585594,1
Steele Sons and,33254.08462953558,33254.08462953558,1
"Steele, Randolph and Lutz",40982.51475380254,40982.51475380254,1
"Steele, Stevens and Jones",27437.349570399874,27437.349570399874,1
"Steele, and Gentry Rogers",49984.18831942307,49984.18831942307,1
Steele-Baldwin,2625.328729585978,2625.328729585978,1
Steele-Ball,34591.357830092114,34591.357830092114,1
Steele-Bradford,20140.753042126133,20140.753042126133,1
Steele-Gross,5011.62438162757,5011.62438162757,1
Steele-Holmes,7630.880897030707,7630.880897030707,1
Steele-Johnson,10998.240624831347,10998.240624831347,1
Steele-Kim,38491.20916943066,38491.20916943066,1
Steele-Morgan,22419.193021511743,22419.193021511743,1
Steele-Robinson,47337.95534838448,47337.95534838448,1
Steele-Thomas,48280.28624394589,48280.28624394589,1
"Stein Allen, and Rodriguez",18137.55176222005,18137.55176222005,1
Stein Group,33689.309024100054,33689.309024100054,1
Stein Inc,23110.86740639107,23110.86740639107,1
Stein LLC,37986.023055046375,37986.023055046375,1
Stein Ltd,15553.106876191758,31106.213752383515,2
"Stein Valenzuela, and Wright",27631.51888365083,27631.51888365083,1
"Stein and Calhoun Fernandez,",10968.848106170026,10968.848106170026,1
Stein and Sons,2215.6427481841997,2215.6427481841997,1
"Stein and Wilson Paul,",11502.195516887026,11502.195516887026,1
"Stein, Perry Herrera and",16082.0439235368,16082.0439235368,1
"Stein, and Mitchell Campbell",19198.7604926689,19198.7604926689,1
Stein-Anderson,39706.6510029566,39706.6510029566,1
Stein-Ayers,33148.749521661746,33148.749521661746,1
Stein-Campbell,7731.51012420524,7731.51012420524,1
Stein-Carson,5500.973302602119,5500.973302602119,1
Stein-Dennis,11023.950219120929,22047.900438241857,2
Stein-Huerta,4170.414790473138,4170.414790473138,1
Stein-Johnson,35426.697375595206,70853.39475119041,2
Stein-Leonard,14607.044409722008,14607.044409722008,1
Stein-Olson,37993.08313932106,37993.08313932106,1
Stein-Romero,8704.123335143186,8704.123335143186,1
Stein-Smith,32746.568689731645,32746.568689731645,1
Stein-Watts,51634.09983523182,51634.09983523182,1
"Stephens Black, Tucker and",40463.02289393569,40463.02289393569,1
"Stephens Burke and Gonzalez,",30096.60120057082,30096.60120057082,1
"Stephens Chavez, and Reyes",19843.398906312075,19843.398906312075,1
"Stephens Collins, and Weaver",17382.88942089355,17382.88942089355,1
Stephens Group,3356.4829390780465,6712.965878156093,2
"Stephens Holt and Thompson,",28950.05250901466,28950.05250901466,1
Stephens Inc,25084.36329635669,75253.08988907006,3
Stephens LLC,33667.154352656464,33667.154352656464,1
Stephens Ltd,51714.30087099009,51714.30087099009,1
"Stephens Martinez, and Romero",24711.90140716664,24711.90140716664,1
Stephens PLC,31612.55077967379,31612.55077967379,1
"Stephens Richards, and Adams",13235.611021518343,13235.611021518343,1
"Stephens Robinson Adams, and",44083.29313599093,44083.29313599093,1
"Stephens Simmons, and Mccullough",46273.85757094073,92547.71514188146,2
"Stephens and Bryant, Walton",27787.15666252778,27787.15666252778,1
"Stephens and Clark, Mann",6631.126917230912,6631.126917230912,1
"Stephens and Long, Jenkins",3821.2469094546113,3821.2469094546113,1
"Stephens and Watkins Miller,",12096.457771896434,12096.457771896434,1
"Stephens, Hinton Watson and",13998.243806916342,13998.243806916342,1
"Stephens, Jackson Hughes and",49281.80899964833,49281.80899964833,1
"Stephens, Reyes Mccullough and",19400.828156620963,19400.828156620963,1
"Stephens, Rodriguez and Sanchez",2682.483494777222,2682.483494777222,1
"Stephens, Smith and Villarreal",41122.299907895394,41122.299907895394,1
"Stephens, and Tucker Turner",33767.66146987254,33767.66146987254,1
Stephens-Contreras,10391.07005771562,10391.07005771562,1
Stephens-Davis,29797.80830315465,59595.6166063093,2
Stephens-Diaz,14338.830775409057,14338.830775409057,1
Stephens-Fisher,19805.17609371105,19805.17609371105,1
Stephens-Houston,43132.48978284283,43132.48978284283,1
Stephens-Lee,30255.342517939505,30255.342517939505,1
Stephens-Miller,27834.821437270948,27834.821437270948,1
Stephens-Owens,41065.85488431714,41065.85488431714,1
Stephens-Ramos,10970.623417171406,21941.24683434281,2
Stephens-Reese,8842.389831608732,8842.389831608732,1
Stephens-Richards,22410.84165513116,22410.84165513116,1
Stephens-Roach,40063.19940130942,40063.19940130942,1
Stephens-Sanders,36697.70983247187,36697.70983247187,1
Stephens-Snyder,15067.616787525369,30135.233575050737,2
Stephens-Stevens,12079.95082999114,12079.95082999114,1
Stephens-Vasquez,17839.903684493194,17839.903684493194,1
Stephens-Watts,38357.43895687993,38357.43895687993,1
Stephens-Williams,35259.23966639792,35259.23966639792,1
Stephens-Wong,40691.4270338112,40691.4270338112,1
"Stephenson Fitzpatrick, Mason and",16369.358279848017,16369.358279848017,1
Stephenson Inc,3852.790594582167,3852.790594582167,1
Stephenson Ltd,24563.60366281062,49127.20732562124,2
"Stephenson Smith Morales, and",10646.492318473704,10646.492318473704,1
"Stephenson and Dominguez Garcia,",24926.965989253596,24926.965989253596,1
Stephenson and Sons,44844.95522922938,44844.95522922938,1
"Stephenson, Nguyen Martinez and",41512.60985467688,41512.60985467688,1
Stephenson-Cruz,10581.42862969242,10581.42862969242,1
Stephenson-Glenn,34041.18204855268,34041.18204855268,1
Stephenson-Hester,25251.40464987541,25251.40464987541,1
Stephenson-Martinez,47089.887689726536,47089.887689726536,1
Stephenson-Moore,9977.569353411614,9977.569353411614,1
Stephenson-Moran,24183.19290815816,24183.19290815816,1
Stephenson-Morgan,10300.976000900486,10300.976000900486,1
"Stevens Fitzgerald, and Ballard",26740.65180063589,26740.65180063589,1
"Stevens Green Andersen, and",46825.15144459077,46825.15144459077,1
Stevens Group,12075.792738634658,36227.37821590398,3
"Stevens Hall Green, and",44234.69757677228,44234.69757677228,1
"Stevens Howe Powell, and",23971.674828277683,23971.674828277683,1
Stevens Inc,24784.354761205395,49568.70952241079,2
Stevens LLC,18237.08321701389,54711.24965104167,3
"Stevens Lawrence, Rodriguez and",13127.08984369348,13127.08984369348,1
Stevens Ltd,17370.488906631243,69481.95562652497,4
"Stevens Martin, and Pena",46632.28281128668,46632.28281128668,1
Stevens PLC,34343.54061907346,103030.62185722037,3
"Stevens Prince, and Schmitt",36043.45399232332,72086.90798464663,2
"Stevens Smith and Michael,",27542.94362923109,27542.94362923109,1
"Stevens Taylor and Brooks,",46123.25175270879,46123.25175270879,1
"Stevens Turner, and Smith",15597.603314675303,15597.603314675303,1
"Stevens Wood Scott, and",45116.21096395156,45116.21096395156,1
"Stevens and Andrews Robertson,",50140.556695302905,50140.556695302905,1
"Stevens and Bauer, Wilson",40483.01352371539,40483.01352371539,1
"Stevens and Greer Welch,",22686.678776872435,22686.678776872435,1
"Stevens and Howe, Baker",46823.49030950219,46823.49030950219,1
"Stevens and Lopez Delacruz,",24644.561890414006,24644.561890414006,1
"Stevens and Mckenzie, Mendoza",22403.34845855893,22403.34845855893,1
Stevens and Sons,15025.031887801317,30050.063775602634,2
"Stevens, Bennett Lewis and",50099.25950271327,50099.25950271327,1
"Stevens, Butler Stephens and",7623.985815701153,15247.971631402306,2
"Stevens, Cunningham and Gilbert",14260.641444559464,14260.641444559464,1
"Stevens, Hudson and Simmons",12502.754130054718,12502.754130054718,1
"Stevens, Rodriguez and Mckinney",37842.62312741999,37842.62312741999,1
"Stevens, Vazquez and Dyer",27344.31098831029,27344.31098831029,1
"Stevens, and Decker Walls",31843.3452170462,31843.3452170462,1
"Stevens, and Keller Martin",44063.00794537196,44063.00794537196,1
"Stevens, and Price Gordon",43739.07213623558,87478.14427247117,2
"Stevens, and Rogers Davis",40270.95219466426,40270.95219466426,1
"Stevens, and Turner Townsend",5381.7000754507335,5381.7000754507335,1
"Stevens, and Williams Valdez",15800.962107156176,15800.962107156176,1
Stevens-Bailey,33940.90436765474,33940.90436765474,1
Stevens-Bates,45506.19451451909,45506.19451451909,1
Stevens-Brewer,13504.447000296685,13504.447000296685,1
Stevens-Brown,43998.30955201771,43998.30955201771,1
Stevens-Campbell,37526.86327769687,37526.86327769687,1
Stevens-Cook,41530.80341376409,41530.80341376409,1
Stevens-Davies,1993.702768297804,1993.702768297804,1
Stevens-Gaines,33863.447950741975,33863.447950741975,1
Stevens-Gomez,34758.06024271034,34758.06024271034,1
Stevens-Goodman,45938.63797279117,45938.63797279117,1
Stevens-Greer,6142.931157228504,6142.931157228504,1
Stevens-Hoffman,34797.61781456359,34797.61781456359,1
Stevens-Hooper,34919.36702290607,69838.73404581215,2
Stevens-Howard,34153.150575449465,34153.150575449465,1
Stevens-Jones,15036.373278598696,30072.74655719739,2
Stevens-Joseph,14737.613867090717,14737.613867090717,1
Stevens-Lewis,9098.697538210492,9098.697538210492,1
Stevens-Mcdonald,35560.03622703305,35560.03622703305,1
Stevens-Miller,39571.64313565865,39571.64313565865,1
Stevens-Peck,51098.58428457604,51098.58428457604,1
Stevens-Romero,31219.47164424132,31219.47164424132,1
Stevens-Ross,24466.99312001631,24466.99312001631,1
Stevens-Sanchez,37191.507640641335,37191.507640641335,1
Stevens-Taylor,13369.424549403437,13369.424549403437,1
Stevens-Thomas,12234.184328915057,12234.184328915057,1
Stevens-Valencia,22082.42953576806,22082.42953576806,1
Stevens-Walls,39638.65573317992,39638.65573317992,1
"Stevenson Blanchard, and Villa",4579.812600613182,4579.812600613182,1
Stevenson LLC,29054.37609949861,116217.50439799445,4
Stevenson Ltd,11940.782840991333,23881.565681982665,2
"Stevenson Pierce Hill, and",4324.979844718371,4324.979844718371,1
"Stevenson Robinson, and Kelly",47720.774817155856,47720.774817155856,1
"Stevenson, Garcia and Williams",47725.62043704613,47725.62043704613,1
"Stevenson, Goodwin and Chapman",7278.737934529168,7278.737934529168,1
"Stevenson, Harding and Woods",20590.515395957,20590.515395957,1
"Stevenson, and Jones Wright",17893.53633469223,17893.53633469223,1
Stevenson-Chen,38363.26126897195,38363.26126897195,1
Stevenson-Cobb,33891.09713529376,33891.09713529376,1
Stevenson-Ford,24158.272616176848,24158.272616176848,1
Stevenson-Gonzales,15062.586884555476,15062.586884555476,1
Stevenson-Hebert,1700.0692411282166,1700.0692411282166,1
Stevenson-James,18930.147386070705,18930.147386070705,1
Stevenson-Johnson,26162.010975697496,26162.010975697496,1
Stevenson-Lamb,8291.839788891573,8291.839788891573,1
Stevenson-Lawrence,7805.268171423308,15610.536342846615,2
Stevenson-Lee,22053.73530225971,22053.73530225971,1
Stevenson-Miller,43882.11329823703,43882.11329823703,1
Stevenson-Morrow,43156.34223108673,43156.34223108673,1
Stevenson-Wheeler,4370.348855485184,8740.697710970368,2
Stevenson-Wilson,13448.735206625652,13448.735206625652,1
Stevenson-Wong,15442.226872963643,15442.226872963643,1
"Stewart Acosta and Tate,",25889.16626512893,25889.16626512893,1
"Stewart Armstrong, and Brown",38842.430408796026,38842.430408796026,1
"Stewart Ayers, and Mayo",10630.539043886693,10630.539043886693,1
"Stewart Blackburn, and Butler",23614.457210527704,23614.457210527704,1
"Stewart Clayton Smith, and",4545.380202714724,9090.760405429448,2
"Stewart Dodson Stewart, and",24139.193355748303,24139.193355748303,1
"Stewart Garcia, and Stokes",47870.29697557677,47870.29697557677,1
"Stewart Garza and Webb,",37816.62759142233,37816.62759142233,1
"Stewart Gray Sweeney, and",38754.03007975924,38754.03007975924,1
Stewart Group,24722.073427479838,173054.51399235887,7
"Stewart Guzman Moore, and",12753.266006558444,12753.266006558444,1
Stewart Inc,21553.018662487448,86212.07464994979,4
"Stewart James, Hall and",6740.745165453895,6740.745165453895,1
"Stewart Kelly, Hart and",21114.66423834414,21114.66423834414,1
Stewart LLC,12937.636520318252,77625.81912190952,6
"Stewart Lindsey and Myers,",28777.20683251733,28777.20683251733,1
Stewart Ltd,15240.650608015549,60962.602432062195,4
"Stewart Murray, and Sawyer",9640.842557552607,9640.842557552607,1
"Stewart Oneill, Melton and",23365.355410735403,23365.355410735403,1
Stewart PLC,20841.077474377762,125046.46484626656,6
"Stewart Sharp and Miller,",12192.40951678782,12192.40951678782,1
"Stewart Simpson, Wolfe and",36677.82352971874,36677.82352971874,1
Stewart Sons and,43204.173595779095,86408.34719155819,2
"Stewart Zimmerman and Dudley,",20753.020038646904,20753.020038646904,1
"Stewart and Ashley West,",9079.98001438368,18159.96002876736,2
"Stewart and Raymond Martinez,",3185.9522443419496,6371.904488683899,2
"Stewart and Rhodes, Edwards",10868.557352659402,10868.557352659402,1
"Stewart and Sanchez Lawrence,",3285.6127670567903,3285.6127670567903,1
Stewart and Sons,24821.589989099582,49643.179978199165,2
"Stewart and White, Parker",12400.094685139387,12400.094685139387,1
"Stewart and Wright Adams,",49121.057699706864,49121.057699706864,1
"Stewart, Ferguson Warren and",27821.482804007675,27821.482804007675,1
"Stewart, Ortega Ruiz and",30671.23591223936,30671.23591223936,1
"Stewart, Robertson Beard and",6003.987823166522,6003.987823166522,1
"Stewart, Young and Gregory",38800.83949983754,38800.83949983754,1
"Stewart, and Black Tran",15973.5291452497,15973.5291452497,1
"Stewart, and Moore Oconnell",26014.473836168894,26014.473836168894,1
"Stewart, and Williams Sanchez",46598.17849143451,93196.35698286902,2
Stewart-Baker,22756.1937107739,22756.1937107739,1
Stewart-Clark,32447.50087343348,64895.00174686696,2
Stewart-Cook,8799.016690355027,8799.016690355027,1
Stewart-Copeland,46590.7648299444,46590.7648299444,1
Stewart-Cox,17832.851588773767,17832.851588773767,1
Stewart-Cross,20117.926646824984,40235.85329364997,2
Stewart-Cruz,48226.90140077539,48226.90140077539,1
Stewart-Daniel,6664.525501266508,6664.525501266508,1
Stewart-Dominguez,40055.594153053,40055.594153053,1
Stewart-Erickson,11440.196333568048,11440.196333568048,1
Stewart-Garcia,14746.397631086533,14746.397631086533,1
Stewart-Garza,37920.322914644,75840.645829288,2
Stewart-Gibbs,38655.30353751005,38655.30353751005,1
Stewart-Glenn,24657.770222898333,49315.540445796665,2
Stewart-Gonzalez,36149.63509319849,36149.63509319849,1
Stewart-Gutierrez,7699.671801479234,15399.343602958468,2
Stewart-Hayes,3793.7550802500336,3793.7550802500336,1
Stewart-Henderson,36063.72360557646,36063.72360557646,1
Stewart-Hoffman,42265.74016315547,42265.74016315547,1
Stewart-Howard,40443.54567751083,40443.54567751083,1
Stewart-Jones,25018.39740111676,25018.39740111676,1
Stewart-Joyce,23895.292602774414,23895.292602774414,1
Stewart-Kennedy,47284.62193776191,47284.62193776191,1
Stewart-Lane,7106.881884026492,7106.881884026492,1
Stewart-Marsh,22156.44010645485,22156.44010645485,1
Stewart-Martinez,41187.51568253657,41187.51568253657,1
Stewart-Mckinney,31160.964461314943,31160.964461314943,1
Stewart-Montoya,15571.35179417976,15571.35179417976,1
Stewart-Munoz,36550.023527879006,36550.023527879006,1
Stewart-Murphy,42021.909964017046,42021.909964017046,1
Stewart-Nelson,24053.73222217629,24053.73222217629,1
Stewart-Ochoa,30401.881526392222,30401.881526392222,1
Stewart-Ortiz,35479.257066803184,35479.257066803184,1
Stewart-Perez,24172.15338437262,48344.30676874524,2
Stewart-Perry,5931.992664291227,5931.992664291227,1
Stewart-Pratt,28201.586359127483,28201.586359127483,1
Stewart-Reed,38988.23481804396,38988.23481804396,1
Stewart-Robinson,30856.2060610312,92568.6181830936,3
Stewart-Rose,2609.556985811535,2609.556985811535,1
Stewart-Scott,9226.200927346204,9226.200927346204,1
Stewart-Simmons,43062.54759732317,43062.54759732317,1
Stewart-Sparks,3184.8690102022647,3184.8690102022647,1
Stewart-Stanton,2660.234598639555,2660.234598639555,1
Stewart-Stephens,2753.161728225424,5506.323456450848,2
Stewart-Vance,24145.72566271437,24145.72566271437,1
Stewart-Warner,15200.61751430407,15200.61751430407,1
Stewart-Webster,29110.63434825032,29110.63434825032,1
Stewart-Whitaker,14959.121885337976,14959.121885337976,1
Stewart-Williams,27953.619217163174,55907.23843432635,2
Stewart-Yu,36288.56353725684,72577.12707451369,2
"Stokes Chambers and Martin,",11311.327347997592,11311.327347997592,1
Stokes Group,40893.8044465572,81787.6088931144,2
Stokes Inc,37081.69510257644,37081.69510257644,1
Stokes PLC,48122.33576428375,48122.33576428375,1
"Stokes Reed, Camacho and",48934.918618262425,48934.918618262425,1
"Stokes Ward, Leonard and",15393.614978045,15393.614978045,1
"Stokes and Hall, Kirk",48437.96058321163,48437.96058321163,1
Stokes and Sons,12101.130655296483,12101.130655296483,1
"Stokes, Porter Peck and",43064.49138393867,43064.49138393867,1
"Stokes, and Nash Crawford",25337.536073747848,50675.072147495695,2
Stokes-Baker,12817.927193218604,12817.927193218604,1
Stokes-Ballard,39945.48419154378,39945.48419154378,1
Stokes-Martin,15676.793190629423,15676.793190629423,1
Stokes-Taylor,13564.396056100077,13564.396056100077,1
Stokes-Wilkerson,34119.98316470941,34119.98316470941,1
"Stone Brown Brown, and",37027.02952980647,37027.02952980647,1
"Stone Cantu, Lowery and",19730.21977321328,19730.21977321328,1
"Stone Gonzalez, and King",39948.84300864317,39948.84300864317,1
Stone Group,13860.010002193683,41580.03000658105,3
Stone Inc,27208.250009435327,163249.50005661196,6
Stone LLC,47554.2298034957,47554.2298034957,1
"Stone Lopez, and Evans",22106.361261600032,22106.361261600032,1
Stone Ltd,31891.62025656393,382699.44307876716,12
"Stone Mendoza, Garrett and",29797.499015613663,29797.499015613663,1
Stone PLC,21118.78479498246,84475.13917992984,4
"Stone Reese and Lam,",45956.06451520335,45956.06451520335,1
"Stone Rhodes, and Padilla",9567.928782585355,9567.928782585355,1
"Stone Sanchez, Williamson and",5327.727617303048,10655.455234606095,2
"Stone and Andrews, Boyd",13181.71788372935,26363.4357674587,2
"Stone and Brown Hamilton,",33248.485395678144,33248.485395678144,1
"Stone and Burke Thomas,",26259.82080400417,26259.82080400417,1
"Stone and Hogan, Wright",29968.444353526927,29968.444353526927,1
"Stone and Jacobs, Reyes",21792.87920716485,21792.87920716485,1
"Stone and Johnson, Scott",15222.286426796378,15222.286426796378,1
"Stone and Meyer Tucker,",14603.571349815227,14603.571349815227,1
"Stone and Rodriguez, Myers",30186.66264594558,60373.32529189116,2
"Stone and Saunders Anderson,",44404.02803289966,44404.02803289966,1
Stone and Sons,10670.776231099951,10670.776231099951,1
"Stone and Walton, Nichols",15099.469240582874,15099.469240582874,1
"Stone and Winters, Roberts",29893.41219247073,29893.41219247073,1
"Stone, Brooks and Johnston",4792.204936078728,4792.204936078728,1
"Stone, Dixon and Berry",40949.96033210668,40949.96033210668,1
"Stone, Ingram and Deleon",50405.040651952746,100810.08130390549,2
Stone-Arroyo,1874.837144712368,1874.837144712368,1
Stone-Castillo,49325.19236401329,49325.19236401329,1
Stone-Clark,47476.74823848643,47476.74823848643,1
Stone-Crawford,31800.89054340316,31800.89054340316,1
Stone-Davis,23032.295553685937,46064.591107371874,2
Stone-Ford,18037.371197651195,18037.371197651195,1
Stone-Garcia,41616.85523548559,41616.85523548559,1
Stone-Green,48751.59622661959,97503.19245323919,2
Stone-Gross,34609.63133962324,34609.63133962324,1
Stone-Hale,23120.596964767858,23120.596964767858,1
Stone-Hayes,21607.328582310765,21607.328582310765,1
Stone-Henry,47484.58206909455,47484.58206909455,1
Stone-Horn,4669.136967051141,4669.136967051141,1
Stone-Lopez,43899.374800509424,43899.374800509424,1
Stone-Martin,42004.39156053794,42004.39156053794,1
Stone-Miller,45622.939162161565,45622.939162161565,1
Stone-Montgomery,29306.67836250573,29306.67836250573,1
Stone-Moore,47374.3548048452,47374.3548048452,1
Stone-Myers,48437.699422047095,48437.699422047095,1
Stone-Perez,15242.387178999255,30484.77435799851,2
Stone-Reese,35947.07877676423,35947.07877676423,1
Stone-Robinson,6436.724193123395,6436.724193123395,1
Stone-Smith,39934.49699617809,39934.49699617809,1
Stone-Stout,25051.501372601204,50103.00274520241,2
Stone-Warren,19495.191943072572,38990.383886145144,2
Stone-West,27268.87056060079,81806.61168180237,3
Stone-White,6030.230687659334,6030.230687659334,1
Stone-Willis,16710.92947812831,16710.92947812831,1
Stone-Zuniga,41049.31180304465,41049.31180304465,1
"Stout Dougherty, and Washington",-656.1530718064635,-656.1530718064635,1
Stout PLC,16497.918041068973,16497.918041068973,1
"Stout, Young Davis and",46199.06030282321,46199.06030282321,1
Stout-Brown,37734.74218038699,37734.74218038699,1
Stout-Cook,42192.60969740275,84385.2193948055,2
Stout-Mack,38512.76310634632,38512.76310634632,1
Stout-Serrano,35147.27408710278,35147.27408710278,1
Strickland LLC,39596.87256318851,39596.87256318851,1
"Strickland Richards and Benjamin,",33877.382363251854,33877.382363251854,1
"Strickland and Nolan Guerra,",28078.27890681008,28078.27890681008,1
"Strickland and Richardson, Smith",42964.04048462351,85928.08096924702,2
"Strickland and Schmidt Harrell,",42869.88701676442,42869.88701676442,1
"Strickland and Smith Marquez,",17270.24357699716,17270.24357699716,1
"Strickland, and Jenkins Jackson",25297.71561299364,50595.43122598728,2
Strickland-Brown,11265.78601280323,11265.78601280323,1
Strickland-Francis,37756.89061321501,37756.89061321501,1
Strickland-Huang,4996.744301790469,4996.744301790469,1
Strickland-Jackson,28683.30463397818,28683.30463397818,1
Strickland-Lane,39994.68269961917,39994.68269961917,1
Strickland-Perez,9885.54640323878,9885.54640323878,1
Strickland-Rios,34455.26137658142,34455.26137658142,1
Strickland-Shields,48130.54490635459,48130.54490635459,1
Strickland-Smith,43082.7393913792,43082.7393913792,1
Strickland-Williams,30532.135323106464,30532.135323106464,1
"Strong Levy Adams, and",8631.380527039444,8631.380527039444,1
Strong PLC,28120.578171706973,28120.578171706973,1
"Strong Santos, Black and",9004.214617868513,9004.214617868513,1
"Strong and Bell, Ortiz",13330.265767251643,13330.265767251643,1
"Strong, Suarez Fletcher and",26106.60684497095,26106.60684497095,1
Strong-Bailey,49209.35174634519,49209.35174634519,1
Strong-Bell,40840.60261627133,40840.60261627133,1
Strong-Bond,24539.951350650845,24539.951350650845,1
Strong-Hill,7760.895482445176,15521.790964890351,2
Strong-Lowery,38766.98601595893,38766.98601595893,1
